Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time
keto,beef cream cheese shredded cheese,american,169.13,7.26,239.23,2022-10-16,18:09:18
keto,no carb no cauliflower pizza crust,italian,225.2,10.55,94.58,2022-10-16,18:09:18
keto,indian coconut curry salmon,nordic,62.59,39.71,65.81,2022-10-16,18:09:18
keto,eggnog,french,11.78,30.36,140.04,2022-10-16,18:09:18
keto,strawberry chocolate chip cheesecake,american,22.66,70.33,197.06,2022-10-16,18:09:25
keto,spinach feta fritatta,mediterranean,21.91,3.42,33.67,2022-10-16,18:09:25
keto,bacon wrapped meatloaf,american,232.88,6.28,215.88,2022-10-16,18:09:25
keto,chocolate almond coconut fat bombs,french,24.61,45.84,351.68,2022-10-16,18:09:25
keto,stuffed pork chops,american,188.32,5.75,133.89,2022-10-16,18:09:25
keto,mascarpone mousse,american,18.61,20.85,166.17,2022-10-16,18:09:25
keto,mushroom base,french,19.67,32.14,132.2,2022-10-16,18:09:25
keto,aunt rocky s colored sprinkles sugar free,american,0.0,12.0,0.0,2022-10-16,18:09:25
keto,ham egg salad,american,70.04,10.85,128.41,2022-10-16,18:09:25
keto,succulent sous vide chicken thighs,american,255.23,4.89,275.25,2022-10-16,18:09:25
keto,cream of mushrooms,american,10.45,20.25,75.25,2022-10-16,18:09:25
keto,macadamia fat bread,french,53.77,79.92,266.07,2022-10-16,18:09:25
keto,beef cream cheese shredded cheese,american,169.13,7.26,239.23,2022-10-16,18:09:25
keto,no carb no cauliflower pizza crust,italian,225.2,10.55,94.58,2022-10-16,18:09:25
keto,indian coconut curry salmon,nordic,62.59,39.71,65.81,2022-10-16,18:09:25
keto,eggnog,french,11.78,30.36,140.04,2022-10-16,18:09:25
mediterranean,cucumber tonic,mediterranean,0.25,12.01,0.33,2022-10-16,16:43:14
mediterranean,loup de mer seabass,mediterranean,306.14,43.1,26.55,2022-10-16,16:43:14
mediterranean,baked trout olives fennel tomatoes,mediterranean,187.14,42.31,87.94,2022-10-16,16:43:14
mediterranean,salmon risotto,nordic,395.5,287.1,291.04,2022-10-16,16:43:14
mediterranean,pita melts,mediterranean,46.57,139.71,37.7,2022-10-16,16:43:14
mediterranean,salmon stuffed shells,nordic,333.01,414.66,230.05,2022-10-16,16:43:14
mediterranean,stuffed peppers,italian,76.64,429.13,58.98,2022-10-16,16:43:14
mediterranean,spiced cucumber medallions,mediterranean,29.67,23.24,28.44,2022-10-16,16:43:14
mediterranean,marinated olives,mediterranean,4.76,34.08,50.12,2022-10-16,16:43:14
mediterranean,loup de mer seabass,mediterranean,306.68,45.78,26.54,2022-10-16,16:43:14
mediterranean,chicken,mediterranean,281.25,78.76,167.28,2022-10-16,16:43:14
mediterranean,grilled tofu chopped salad,asian,33.62,16.2,30.37,2022-10-16,16:43:14
mediterranean,rub,mediterranean,1.09,4.56,0.18,2022-10-16,16:43:14
mediterranean,chicken lettuce wrap tacos,mediterranean,96.62,37.84,74.64,2022-10-16,16:43:14
mediterranean,lasagna,italian,218.34,271.22,268.81,2022-10-16,16:43:14
mediterranean,olive hummus,mediterranean,25.97,78.69,57.46,2022-10-16,16:43:14
mediterranean,chicken,mediterranean,99.66,116.78,118.14,2022-10-16,16:43:14
mediterranean,flatbread pizza prosciutto gorgonzola,italian,216.49,528.48,215.02,2022-10-16,16:43:14
mediterranean,mix,mediterranean,8.11,9.59,14.64,2022-10-16,16:43:14
mediterranean,wrap,mediterranean,135.85,31.94,40.02,2022-10-16,16:43:14
mediterranean,marinade,mediterranean,1.5,12.79,68.75,2022-10-16,16:43:20
mediterranean,wrap,mediterranean,14.19,36.47,40.3,2022-10-16,16:43:20
mediterranean,spatchcock chicken,mediterranean,159.58,10.45,168.86,2022-10-16,16:43:20
mediterranean,crab scallion tomato quiche,french,108.21,136.89,138.56,2022-10-16,16:43:20
mediterranean,chicken,mediterranean,156.48,26.53,88.33,2022-10-16,16:43:20
mediterranean,appetizer board,mediterranean,88.77,305.3,112.14,2022-10-16,16:43:20
mediterranean,chicken,mediterranean,327.56,57.06,146.5,2022-10-16,16:43:20
mediterranean,homemade labneh,mexican,25.18,12.46,59.23,2022-10-16,16:43:20
mediterranean,slices,mediterranean,64.35,201.3,192.7,2022-10-16,16:43:20
mediterranean,tapenade,mediterranean,8.08,22.69,56.26,2022-10-16,16:43:20
mediterranean,marinade,mediterranean,1.5,12.79,68.75,2022-10-16,16:43:20
mediterranean,tuna,mediterranean,69.04,28.09,42.29,2022-10-16,16:43:20
mediterranean,couscous,mediterranean,47.95,284.92,8.88,2022-10-16,16:43:20
mediterranean,pasta,mediterranean,77.45,363.81,112.54,2022-10-16,16:43:20
mediterranean,pizza,italian,62.07,192.5,41.81,2022-10-16,16:43:20
mediterranean,pizza,italian,64.24,213.66,49.41,2022-10-16,16:43:20
mediterranean,herb rub,mediterranean,1.69,5.68,14.25,2022-10-16,16:43:20
mediterranean,herby fish wilted greens mushrooms,mediterranean,68.27,41.25,50.83,2022-10-16,16:43:20
mediterranean,guacamole,mediterranean,10.34,47.1,66.56,2022-10-16,16:43:20
mediterranean,crostini,mediterranean,44.88,166.3,100.32,2022-10-16,16:43:20
mediterranean,scones,mediterranean,68.48,300.62,96.8,2022-10-16,16:43:27
mediterranean,guacamole,mediterranean,18.05,80.87,119.28,2022-10-16,16:43:27
mediterranean,brisket,mediterranean,206.85,29.03,258.03,2022-10-16,16:43:27
mediterranean,succotash,american,55.63,217.06,33.77,2022-10-16,16:43:27
mediterranean,pizza,italian,74.32,394.77,69.24,2022-10-16,16:43:27
mediterranean,tuna melt,mediterranean,140.01,68.39,108.71,2022-10-16,16:43:27
mediterranean,chicken,mediterranean,345.61,150.24,392.03,2022-10-16,16:43:27
mediterranean,chicken,mediterranean,119.31,240.48,89.59,2022-10-16,16:43:27
mediterranean,ratatouille,french,28.88,150.49,59.84,2022-10-16,16:43:27
mediterranean,bruschetta,mediterranean,90.59,253.26,127.67,2022-10-16,16:43:27
mediterranean,chicken souvlaki kebabs couscous,mediterranean,132.49,123.37,61.32,2022-10-16,16:43:27
mediterranean,chicken,mediterranean,197.86,48.16,84.59,2022-10-16,16:43:27
mediterranean,spice,mediterranean,0.74,3.93,0.16,2022-10-16,16:43:27
mediterranean,cod,mediterranean,88.36,39.99,25.91,2022-10-16,16:43:27
mediterranean,potato salad,mediterranean,35.22,172.83,72.64,2022-10-16,16:43:27
mediterranean,bruschetta,mediterranean,100.86,254.0,124.95,2022-10-16,16:43:27
mediterranean,risotto,italian,83.82,325.59,120.42,2022-10-16,16:43:27
mediterranean,marinade,mediterranean,4.06,22.62,163.26,2022-10-16,16:43:27
mediterranean,middle eastern salad bowls farro chicken,italian,131.92,106.72,28.87,2022-10-16,16:43:27
mediterranean,flounder,mediterranean,72.24,32.18,21.62,2022-10-16,16:43:27
mediterranean,toast,mediterranean,9.99,21.92,8.78,2022-10-16,16:43:34
mediterranean,chicken,mediterranean,206.03,90.4,74.48,2022-10-16,16:43:34
mediterranean,salad,mediterranean,86.43,430.82,121.02,2022-10-16,16:43:34
mediterranean,salad,mediterranean,46.13,82.86,166.28,2022-10-16,16:43:34
mediterranean,veggie sandwiches,mediterranean,39.85,109.52,42.36,2022-10-16,16:43:34
mediterranean,chicken,mediterranean,94.96,46.31,85.96,2022-10-16,16:43:34
mediterranean,eggs,mediterranean,72.83,50.7,62.3,2022-10-16,16:43:34
mediterranean,focaccia,italian,112.38,549.98,90.39,2022-10-16,16:43:34
mediterranean,pizza,italian,274.45,491.11,321.61,2022-10-16,16:43:34
mediterranean,brisket,mediterranean,256.51,70.19,312.08,2022-10-16,16:43:34
mediterranean,shrimp,mediterranean,162.9,260.05,110.64,2022-10-16,16:43:34
mediterranean,tabbouleh,middle eastern,27.05,120.15,46.85,2022-10-16,16:43:34
mediterranean,orecchiette mixed greens goat cheese,italian,24.37,84.92,9.07,2022-10-16,16:43:34
mediterranean,burgers,nordic,60.55,277.05,57.72,2022-10-16,16:43:34
mediterranean,herb mix,mediterranean,1.89,13.86,2.01,2022-10-16,16:43:34
mediterranean,pork chops,mediterranean,93.07,3.7,59.04,2022-10-16,16:43:34
mediterranean,chopped salad,mediterranean,7.71,12.57,12.37,2022-10-16,16:43:34
mediterranean,stuffed chicken,mediterranean,251.23,12.72,54.64,2022-10-16,16:43:34
mediterranean,bento lunch,mediterranean,39.83,92.83,19.93,2022-10-16,16:43:34
mediterranean,picnic snack,mediterranean,7.17,20.8,5.87,2022-10-16,16:43:34
mediterranean,omelet,mediterranean,17.88,6.39,21.62,2022-10-16,16:43:41
mediterranean,fish fillets,mediterranean,45.03,18.04,8.17,2022-10-16,16:43:41
mediterranean,orzo salad,mediterranean,52.08,191.86,79.51,2022-10-16,16:43:41
mediterranean,grilled snapper,mediterranean,145.7,35.22,41.89,2022-10-16,16:43:41
mediterranean,salmon skewers,nordic,94.73,17.42,69.99,2022-10-16,16:43:41
mediterranean,herb rub,mediterranean,6.62,24.47,7.57,2022-10-16,16:43:41
mediterranean,zucchini hash,mediterranean,14.73,76.43,12.57,2022-10-16,16:43:41
mediterranean,pressed sandwich,italian,119.01,180.49,96.61,2022-10-16,16:43:41
mediterranean,lentil salad,mediterranean,81.66,138.32,99.65,2022-10-16,16:43:41
mediterranean,pasta salad,mediterranean,31.63,47.39,23.33,2022-10-16,16:43:41
mediterranean,chicken,mediterranean,146.34,20.28,109.94,2022-10-16,16:43:41
mediterranean,creamsicle floats,american,9.24,189.03,29.04,2022-10-16,16:43:41
mediterranean,rice noodles,asian,33.97,395.16,41.01,2022-10-16,16:43:41
mediterranean,pasta salad,mediterranean,27.21,140.11,44.56,2022-10-16,16:43:41
mediterranean,corn salad,mediterranean,136.26,391.03,123.88,2022-10-16,16:43:41
mediterranean,baked cod,mediterranean,167.34,14.3,6.9,2022-10-16,16:43:41
mediterranean,crunch salad,mediterranean,37.09,129.25,13.45,2022-10-16,16:43:41
mediterranean,quinoa bowl,mediterranean,65.37,233.41,74.62,2022-10-16,16:43:41
mediterranean,prawn salad,mediterranean,32.23,36.16,56.83,2022-10-16,16:43:41
mediterranean,vegetable hash,mediterranean,14.73,76.5,1.77,2022-10-16,16:43:41
mediterranean,speedy gnocchi,mediterranean,26.53,151.27,14.91,2022-10-16,16:43:47
mediterranean,grain salad,mediterranean,14.02,48.13,16.24,2022-10-16,16:43:47
mediterranean,beef pitas,mediterranean,111.97,137.91,140.62,2022-10-16,16:43:47
mediterranean,cauliflower pizza,italian,83.4,75.67,97.28,2022-10-16,16:43:47
mediterranean,grain salad,mediterranean,14.02,48.13,16.24,2022-10-16,16:43:47
mediterranean,sardine salad,mediterranean,51.52,5.77,40.72,2022-10-16,16:43:47
mediterranean,stuffed peppers,mediterranean,23.98,86.02,30.6,2022-10-16,16:43:47
mediterranean,slaw dogs,mediterranean,13.54,16.4,72.72,2022-10-16,16:43:47
mediterranean,mackerel salad,mediterranean,57.9,10.27,59.68,2022-10-16,16:43:47
mediterranean,lamb chops,mediterranean,134.07,41.94,245.28,2022-10-16,16:43:47
mediterranean,tuna salad,mediterranean,70.36,23.76,19.48,2022-10-16,16:43:47
mediterranean,fish parcels,mediterranean,69.49,52.45,11.42,2022-10-16,16:43:47
mediterranean,fish stew,mediterranean,115.25,167.93,32.56,2022-10-16,16:43:47
mediterranean,shrimp caesar,mediterranean,9.52,6.4,82.52,2022-10-16,16:43:47
mediterranean,potato salad,mediterranean,33.04,183.28,22.2,2022-10-16,16:43:47
mediterranean,tuna wrap,mediterranean,115.43,130.82,40.33,2022-10-16,16:43:47
mediterranean,quesadillas,mexican,35.9,36.23,36.47,2022-10-16,16:43:47
mediterranean,tuna sandwiches,mediterranean,45.57,66.57,20.23,2022-10-16,16:43:47
mediterranean,marinated vegetables,mediterranean,34.59,147.52,142.69,2022-10-16,16:43:47
mediterranean,tuna salad,mediterranean,164.46,115.51,125.52,2022-10-16,16:43:47
mediterranean,potato salad,mediterranean,9.92,75.91,17.29,2022-10-16,16:43:54
mediterranean,pasta shells,mediterranean,38.58,168.61,42.05,2022-10-16,16:43:54
mediterranean,quinoa salad,mediterranean,84.71,273.79,171.33,2022-10-16,16:43:54
mediterranean,chicken meatballs,mediterranean,131.67,60.02,68.43,2022-10-16,16:43:54
mediterranean,chicken couscous,mediterranean,171.8,202.28,75.79,2022-10-16,16:43:54
mediterranean,fish stew,mediterranean,130.32,52.35,38.71,2022-10-16,16:43:54
mediterranean,romaine hearts,mediterranean,20.78,69.35,76.67,2022-10-16,16:43:54
mediterranean,chicken stew,mediterranean,90.89,185.11,22.93,2022-10-16,16:43:54
mediterranean,shrimp wraps,mediterranean,37.18,159.12,37.76,2022-10-16,16:43:54
mediterranean,lima beans,mediterranean,25.08,106.65,31.38,2022-10-16,16:43:54
mediterranean,chicken stew,mediterranean,236.11,198.49,272.65,2022-10-16,16:43:54
mediterranean,salsa couscous,mediterranean,43.46,157.3,54.19,2022-10-16,16:43:54
mediterranean,olive bread,mediterranean,52.1,227.41,82.75,2022-10-16,16:43:54
mediterranean,roasted chicken,mediterranean,166.33,154.45,133.42,2022-10-16,16:43:54
mediterranean,deviled eggs,mediterranean,18.06,4.74,18.24,2022-10-16,16:43:54
mediterranean,olive relish,mediterranean,3.88,23.5,65.63,2022-10-16,16:43:54
mediterranean,potato topper,mediterranean,16.57,93.13,28.15,2022-10-16,16:43:54
mediterranean,style linguini,italian,92.57,283.83,44.19,2022-10-16,16:43:54
mediterranean,spiced burgers,mediterranean,103.26,124.01,106.03,2022-10-16,16:43:54
mediterranean,warm olives,mediterranean,5.16,63.53,100.92,2022-10-16,16:44:03
mediterranean,chopped salad,mediterranean,54.74,145.83,77.87,2022-10-16,16:44:03
mediterranean,eggs shakshuka,mediterranean,46.56,120.71,99.2,2022-10-16,16:44:03
mediterranean,chickpea salad,mediterranean,74.82,139.48,108.53,2022-10-16,16:44:03
mediterranean,chicken soup,mediterranean,291.3,388.61,204.18,2022-10-16,16:44:03
mediterranean,tuna melt,mediterranean,202.42,228.61,64.46,2022-10-16,16:44:03
mediterranean,chicken,mediterranean,201.51,56.78,217.33,2022-10-16,16:44:03
mediterranean,chopped salad,mediterranean,4.17,19.13,31.41,2022-10-16,16:44:03
mediterranean,mixed grill,mediterranean,254.79,121.16,217.51,2022-10-16,16:44:03
mediterranean,garbanzo salad,mediterranean,19.9,103.46,8.1,2022-10-16,16:44:03
mediterranean,eggplant style,mediterranean,7.39,38.84,29.79,2022-10-16,16:44:03
mediterranean,chuck roast,mediterranean,193.16,58.12,46.71,2022-10-16,16:44:03
mediterranean,marinated shrimp,mediterranean,197.38,37.84,129.9,2022-10-16,16:44:03
mediterranean,tofu salad,asian,79.91,31.75,68.77,2022-10-16,16:44:03
mediterranean,catfish spaghetti,mediterranean,342.11,1796.28,42.97,2022-10-16,16:44:03
mediterranean,style tuna,mediterranean,107.1,28.0,51.06,2022-10-16,16:44:03
mediterranean,pepper soup,mediterranean,108.38,99.73,120.17,2022-10-16,16:44:03
mediterranean,mini pizzas,italian,31.3,117.03,38.37,2022-10-16,16:44:03
mediterranean,deviled eggs,mediterranean,77.75,15.51,91.47,2022-10-16,16:44:03
mediterranean,orzo salad,mediterranean,57.29,204.87,200.13,2022-10-16,16:44:03
mediterranean,chopped salad,mediterranean,46.21,149.64,49.47,2022-10-16,16:44:10
mediterranean,breakfast sandwiches,mediterranean,50.25,111.92,52.68,2022-10-16,16:44:10
mediterranean,beef ragout,mediterranean,215.1,87.94,80.07,2022-10-16,16:44:10
mediterranean,chicken pizza,italian,132.19,188.73,117.34,2022-10-16,16:44:10
mediterranean,hummus trifle,mediterranean,158.51,400.73,182.47,2022-10-16,16:44:10
mediterranean,tuna wrap,mediterranean,48.73,54.13,13.12,2022-10-16,16:44:10
mediterranean,bean salad,mediterranean,51.53,121.44,71.63,2022-10-16,16:44:10
mediterranean,shrimp salad,mediterranean,122.76,142.57,38.35,2022-10-16,16:44:10
mediterranean,steak salad,mediterranean,82.5,46.84,121.42,2022-10-16,16:44:10
mediterranean,tuna panini,italian,161.8,120.49,36.58,2022-10-16,16:44:10
mediterranean,chickpea salad,mediterranean,34.42,122.29,21.7,2022-10-16,16:44:10
mediterranean,salad wraps,mediterranean,39.99,123.57,30.42,2022-10-16,16:44:10
mediterranean,salmon spread,nordic,42.54,28.04,12.41,2022-10-16,16:44:10
mediterranean,portobello burger,mediterranean,50.92,214.43,46.68,2022-10-16,16:44:10
mediterranean,deviled eggs,mediterranean,77.75,15.51,91.47,2022-10-16,16:44:10
mediterranean,spicy vinaigrette,mediterranean,3.6,35.43,55.33,2022-10-16,16:44:10
mediterranean,salad tarts,mediterranean,62.33,231.79,162.89,2022-10-16,16:44:10
mediterranean,artichoke dip,mediterranean,199.98,127.87,391.13,2022-10-16,16:44:10
mediterranean,tuna salad,mediterranean,115.89,185.04,90.82,2022-10-16,16:44:10
mediterranean,chopped salad,mediterranean,137.13,149.69,36.17,2022-10-16,16:44:10
mediterranean,beef stew,mediterranean,98.1,168.47,129.44,2022-10-16,16:44:16
mediterranean,chickpea salad,mediterranean,75.79,228.21,155.77,2022-10-16,16:44:16
mediterranean,snack wrap,mediterranean,12.48,17.54,35.05,2022-10-16,16:44:16
mediterranean,chickpea burgers,mediterranean,116.19,238.09,58.18,2022-10-16,16:44:16
mediterranean,fish tacos,mediterranean,246.13,356.22,122.85,2022-10-16,16:44:16
mediterranean,orzo salad,mediterranean,115.71,449.14,160.0,2022-10-16,16:44:16
mediterranean,orzo salad,mediterranean,66.87,264.16,108.36,2022-10-16,16:44:16
mediterranean,grilled eggplant,mediterranean,34.38,112.75,162.01,2022-10-16,16:44:16
mediterranean,tuna melts,mediterranean,157.43,142.85,80.43,2022-10-16,16:44:16
mediterranean,bison sliders,american,304.97,668.16,248.16,2022-10-16,16:44:16
mediterranean,pasta salad,mediterranean,73.89,371.77,176.18,2022-10-16,16:44:16
mediterranean,baked penne,mediterranean,186.1,469.49,137.13,2022-10-16,16:44:16
mediterranean,turkey burgers,american,104.48,26.48,135.66,2022-10-16,16:44:16
mediterranean,roast turkey,american,369.58,69.97,124.59,2022-10-16,16:44:16
mediterranean,vegetables,mediterranean,16.19,88.02,29.36,2022-10-16,16:44:16
mediterranean,tuna wrap,mediterranean,85.78,114.06,62.98,2022-10-16,16:44:16
mediterranean,orzo pilaf,mediterranean,39.38,194.4,53.3,2022-10-16,16:44:16
mediterranean,style frittata,italian,58.32,28.12,39.16,2022-10-16,16:44:16
mediterranean,roasted vegetables,mediterranean,26.17,162.14,73.21,2022-10-16,16:44:16
mediterranean,chicken salad,mediterranean,126.39,137.7,59.16,2022-10-16,16:44:16
mediterranean,fish gratins,french,276.13,118.02,84.93,2022-10-16,16:44:23
mediterranean,turkey burgers,american,148.73,79.54,113.29,2022-10-16,16:44:23
mediterranean,vegetable salad,mediterranean,28.89,120.63,97.89,2022-10-16,16:44:23
mediterranean,summer salad,mediterranean,55.89,205.66,72.34,2022-10-16,16:44:23
mediterranean,cornish hens,indian,201.99,305.31,155.22,2022-10-16,16:44:23
mediterranean,lamb salad,mediterranean,127.34,143.93,91.39,2022-10-16,16:44:23
mediterranean,farro salad,mediterranean,85.01,216.9,97.87,2022-10-16,16:44:23
mediterranean,mac cheese,american,92.93,346.28,85.18,2022-10-16,16:44:23
mediterranean,tapas night shrimp,mediterranean,63.46,12.11,207.31,2022-10-16,16:44:23
mediterranean,stuffed baked potato,mediterranean,38.87,199.05,9.32,2022-10-16,16:44:23
mediterranean,fish stew,mediterranean,157.38,149.14,33.65,2022-10-16,16:44:23
mediterranean,lettuce wraps,mediterranean,83.08,245.78,128.92,2022-10-16,16:44:23
mediterranean,deviled eggs,mediterranean,63.16,15.43,92.25,2022-10-16,16:44:23
mediterranean,pasta salad,mediterranean,55.96,176.21,24.88,2022-10-16,16:44:23
mediterranean,cod packets,mediterranean,135.89,107.54,73.46,2022-10-16,16:44:23
mediterranean,helen s pie,mediterranean,118.05,472.46,69.56,2022-10-16,16:44:23
mediterranean,style chicken,mediterranean,192.56,246.8,76.6,2022-10-16,16:44:23
mediterranean,cabbage soup,mediterranean,47.06,183.94,31.28,2022-10-16,16:44:23
mediterranean,fish stew,french,219.81,241.58,69.68,2022-10-16,16:44:30
mediterranean,potato salad,mediterranean,51.53,385.4,94.8,2022-10-16,16:44:30
mediterranean,layer dip,mediterranean,14.33,17.24,21.07,2022-10-16,16:44:30
mediterranean,bulgar salad,mediterranean,87.67,300.32,166.03,2022-10-16,16:44:30
mediterranean,halibut sandwiches,mediterranean,108.97,205.46,131.17,2022-10-16,16:44:30
mediterranean,savory beet brussels sprout tart,american,79.92,157.36,256.33,2022-10-16,16:44:30
mediterranean,whole roasted cauliflower,mediterranean,21.09,45.43,96.95,2022-10-16,16:44:30
mediterranean,madness salad,mediterranean,68.41,261.92,74.05,2022-10-16,16:44:30
mediterranean,vegetable salad,mediterranean,46.25,214.54,100.01,2022-10-16,16:44:30
mediterranean,mac cheese,american,114.32,399.02,98.32,2022-10-16,16:44:30
mediterranean,vegetables lamb,mediterranean,66.63,61.59,29.73,2022-10-16,16:44:30
mediterranean,spinach strata,american,193.5,358.13,119.93,2022-10-16,16:44:30
mediterranean,grilled chicken,french,226.5,25.46,235.68,2022-10-16,16:44:30
mediterranean,chicken salad,mediterranean,122.02,103.08,133.39,2022-10-16,16:44:30
mediterranean,pasta broccoli,mediterranean,91.7,315.68,111.15,2022-10-16,16:44:30
mediterranean,penne rigate mixed greens pine nuts,italian,98.21,362.25,126.16,2022-10-16,16:44:30
mediterranean,shrimp bulgur,mediterranean,119.32,113.6,44.36,2022-10-16,16:44:30
mediterranean,penne sausage,mediterranean,114.96,295.14,44.41,2022-10-16,16:44:30
mediterranean,mostaccioli feta,mediterranean,94.74,204.03,43.24,2022-10-16,16:44:30
mediterranean,roasted broccoli tomatoes,mediterranean,12.75,37.15,18.78,2022-10-16,16:44:30
mediterranean,olive hummus,mediterranean,22.48,72.94,28.65,2022-10-16,16:44:36
mediterranean,tuna cold plate,mediterranean,19.93,38.85,28.8,2022-10-16,16:44:36
mediterranean,stuffed baked potato,mediterranean,45.76,218.21,22.86,2022-10-16,16:44:36
mediterranean,chile chicken wings,mediterranean,119.97,72.43,99.75,2022-10-16,16:44:36
mediterranean,grilled chicken salad,mediterranean,156.63,146.77,89.22,2022-10-16,16:44:36
mediterranean,broccoli pasta salad,mediterranean,46.8,214.62,146.55,2022-10-16,16:44:36
mediterranean,chicken wrap,mediterranean,27.28,54.43,11.69,2022-10-16,16:44:36
mediterranean,shrimp pasta,mediterranean,75.5,124.6,46.83,2022-10-16,16:44:36
mediterranean,stuffed chicken breasts,mediterranean,216.89,14.55,57.17,2022-10-16,16:44:36
mediterranean,chicken tray bake,mediterranean,168.78,35.86,101.78,2022-10-16,16:44:36
mediterranean,crowd pleasing salad,mediterranean,40.06,82.28,122.78,2022-10-16,16:44:36
mediterranean,chicken arugula focaccia sandwiches,italian,63.36,103.49,44.53,2022-10-16,16:44:36
mediterranean,grilled vegetable soup,mediterranean,13.42,66.73,7.59,2022-10-16,16:44:36
mediterranean,style grilled sardines,mediterranean,24.99,30.4,46.94,2022-10-16,16:44:36
mediterranean,chickpea quinoa bowl,mediterranean,61.46,208.07,99.16,2022-10-16,16:44:36
mediterranean,style bean salad,mediterranean,77.52,122.27,71.98,2022-10-16,16:44:36
mediterranean,shrimp pasta,mediterranean,135.8,196.97,49.74,2022-10-16,16:44:36
mediterranean,six layer dip,mediterranean,29.4,77.5,73.15,2022-10-16,16:44:36
mediterranean,stuffed roasted bell peppers poivrons farcis,middle eastern,33.96,33.52,63.65,2022-10-16,16:44:36
mediterranean,grilled veggie wraps,mediterranean,35.34,131.79,38.0,2022-10-16,16:44:36
mediterranean,lentil kale salad,mediterranean,76.31,187.12,35.35,2022-10-16,16:44:43
mediterranean,hummus flat bread,mediterranean,383.71,1117.03,407.58,2022-10-16,16:44:43
mediterranean,tuna salad,mediterranean,70.89,16.12,7.68,2022-10-16,16:44:43
mediterranean,grilled whole fish greek style,mediterranean,314.63,10.1,196.5,2022-10-16,16:44:43
mediterranean,chicken packets,mediterranean,207.97,77.55,52.58,2022-10-16,16:44:43
mediterranean,lamb burgers,mediterranean,133.6,104.57,186.81,2022-10-16,16:44:43
mediterranean,fig mozzarella salad,italian,39.62,102.71,97.15,2022-10-16,16:44:43
mediterranean,grilled cheese skewers,mediterranean,68.59,38.41,161.2,2022-10-16,16:44:43
mediterranean,tuna noodle casserole,asian,343.82,471.09,209.11,2022-10-16,16:44:43
mediterranean,stuffed pork chops,mediterranean,174.71,9.39,98.21,2022-10-16,16:44:43
mediterranean,orzo salad,mediterranean,112.64,444.14,118.56,2022-10-16,16:44:43
mediterranean,crescent pinwheels,mediterranean,109.67,127.98,86.41,2022-10-16,16:44:43
mediterranean,lemon hummus wrap,mediterranean,21.45,76.91,12.84,2022-10-16,16:44:43
mediterranean,tuna spinach salad,mediterranean,71.64,25.0,23.37,2022-10-16,16:44:43
mediterranean,yogurt dip,mediterranean,46.18,57.38,32.25,2022-10-16,16:44:43
mediterranean,chicken bake,mediterranean,457.76,209.37,413.59,2022-10-16,16:44:43
mediterranean,fig mozzarella salad,italian,42.51,103.0,100.06,2022-10-16,16:44:43
mediterranean,chopped salad,mediterranean,52.77,140.38,77.39,2022-10-16,16:44:43
mediterranean,mezze platter,mediterranean,68.83,266.19,132.63,2022-10-16,16:44:43
mediterranean,mashed broccoli potatoes,mediterranean,33.22,134.41,57.05,2022-10-16,16:44:50
mediterranean,greek barley salad,mediterranean,35.38,106.67,55.96,2022-10-16,16:44:50
mediterranean,chicken salad pitas,mediterranean,188.74,286.48,72.65,2022-10-16,16:44:50
mediterranean,slow cooker stew,american,46.14,170.31,56.55,2022-10-16,16:44:50
mediterranean,jalapen o poppers,mediterranean,21.35,26.15,87.65,2022-10-16,16:44:50
mediterranean,quinoa salad,mediterranean,62.71,225.97,74.79,2022-10-16,16:44:50
mediterranean,grilled potato salad,mediterranean,28.22,185.36,98.99,2022-10-16,16:44:50
mediterranean,white bean salad,mediterranean,198.07,241.66,110.27,2022-10-16,16:44:50
mediterranean,mixed vegetable bake,mediterranean,29.25,177.06,30.37,2022-10-16,16:44:50
mediterranean,grilled chicken kebabs,mediterranean,157.09,84.48,169.12,2022-10-16,16:44:50
mediterranean,lamb burger,mediterranean,149.82,145.23,290.32,2022-10-16,16:44:50
mediterranean,chicken stew,mediterranean,165.83,183.79,32.66,2022-10-16,16:44:50
mediterranean,turkey meat loaf,american,120.07,72.86,57.3,2022-10-16,16:44:50
mediterranean,roast beef pita,mediterranean,82.54,173.17,66.01,2022-10-16,16:44:50
mediterranean,cold proven al white bean salad,american,78.35,213.41,126.95,2022-10-16,16:44:50
mediterranean,braised chard,mediterranean,26.24,67.75,62.97,2022-10-16,16:44:50
mediterranean,couscous salad chickpeas,mediterranean,62.92,261.21,46.11,2022-10-16,16:44:50
mediterranean,grilled steak wraps,mediterranean,107.46,145.52,115.87,2022-10-16,16:44:50
mediterranean,grilled chicken salad,mediterranean,169.19,99.96,176.9,2022-10-16,16:44:50
mediterranean,inspired fish tacos,mediterranean,201.82,263.9,82.54,2022-10-16,16:44:50
mediterranean,turkey sliders,american,171.62,276.81,100.32,2022-10-16,16:44:56
mediterranean,udon salad,mediterranean,28.69,131.26,44.41,2022-10-16,16:44:56
mediterranean,zesty quinoa salad,mediterranean,44.57,175.14,114.78,2022-10-16,16:44:56
mediterranean,lamb burger,mediterranean,150.52,112.82,298.33,2022-10-16,16:44:56
mediterranean,roast vegetables pasta,mediterranean,20.46,67.02,37.55,2022-10-16,16:44:56
mediterranean,chicken salad sandwiches,mediterranean,65.28,133.12,65.89,2022-10-16,16:44:56
